"timestamp","azimuth","elevation"
"2025-02-26 21:20:46.883130+00:00","236.0","-30.01"
"2025-02-26 21:20:48.054875+00:00","236.66","-30.01"
"2025-02-26 21:20:49.224473+00:00","236.66","-30.01"
"2025-02-26 21:20:50.388890+00:00","236.66","-30.01"
"2025-02-26 21:20:51.554703+00:00","236.66","-30.01"
"2025-02-26 21:20:52.719526+00:00","236.66","-30.01"
"2025-02-26 21:20:53.885668+00:00","236.66","-30.01"
"2025-02-26 21:20:55.056346+00:00","236.66","-30.01"
"2025-02-26 21:20:56.220339+00:00","236.66","-30.01"
"2025-02-26 21:20:57.387005+00:00","236.66","-30.01"
"2025-02-26 21:20:58.550999+00:00","236.66","-30.01"
"2025-02-26 21:20:59.717231+00:00","236.66","-30.01"
